89,Black Ring Punisher Meluka,Agi,5,10,15,20,26
89,Black Ring Punisher Meluka,Int,5,10,15,20,26
89,Black Ring Punisher Meluka,Vit,3,6,9,12,15
89,Black Ring Punisher Meluka,Magic Def,65,130,195,260,326
89,Black Ring Punisher Meluka,Crit,38,76,114,152,190
89,Black Ring Punisher Meluka,Stun Resist,79,158,238,317,397
89,Black Ring Punisher Meluka,Max MP,253,506,759,1012,1266
89,Black Ring Punisher Meluka,Crystal of Power,27,54,81,108,135
90,Chiliarch Titanion,Int,3,7,11,15,19
90,Chiliarch Titanion,Crit,47,94,142,189,237
90,Chiliarch Titanion,Stun Resist,94,189,283,378,473
90,Chiliarch Titanion,Max HP,200,400,600,800,1000
90,Chiliarch Titanion,MP Recovery,1,2,3,4,6
90,Chiliarch Titanion,Crit Damage,138,276,415,553,692
90,Chiliarch Titanion,Crystal of Power,27,54,81,108,135
91,Black Dragon Feder,Attk Power,33,67,101,135,169
91,Black Dragon Feder,Magic Attk,33,67,101,135,169
91,Black Dragon Feder,Str,29,59,88,118,148
91,Black Dragon Feder,Agi,29,59,88,118,148
91,Black Dragon Feder,Int,22,44,66,88,111
91,Black Dragon Feder,Vit,17,35,53,71,89
91,Black Dragon Feder,Final Damage,20,41,61,82,103
91,Black Dragon Feder,Crit Damage,82,165,248,331,414
91,Black Dragon Feder,Crystal of Power,54,108,162,216,270
